321.527,5.74911,1.27603,-2.17809,1.20034,5.5896,-2.34131,2.64821,-0.321618,1.43793,-0.164746,-4.42113,-0.333971
319.584,4.55196,0.0352335,-1.42057,-1.89618,4.86458,-1.68972,3.56504,-1.1265,1.20955,-2.08516,-4.01431,-0.839483
323.031,2.1244,-2.05272,-1.65917,1.73216,5.66154,-0.598105,3.28921,0.107741,0.779582,-0.937657,-2.84385,0.699858
322.497,3.59005,-1.21291,-2.16823,-1.34547,5.37319,-2.82678,3.6118,0.966479,3.47675,-0.614352,-3.51219,2.12518
323.598,2.2459,-0.620441,-1.96737,0.305548,3.4301,-3.07987,4.57529,0.276682,2.46988,-3.12292,-3.80993,1.70092
330.846,11.2494,1.64473,-0.151859,-2.30177,2.79349,-6.16943,0.558098,-3.12431,1.47294,-2.04708,-3.08082,1.20878
326.455,13.2421,4.69948,1.3519,-3.66021,1.90272,-5.29499,0.633512,-2.10204,1.0432,-0.839883,-2.91692,1.01976
325.407,11.5225,3.83019,0.439637,-2.31093,2.45854,-4.68963,0.192034,-1.93982,-0.420285,-1.86055,-2.48395,0.883359
322.783,15.8941,5.34277,-0.011863,-4.0221,3.30279,-4.65098,0.438846,-2.4624,3.46695,-2.47639,-3.0881,0.910172
319.517,14.0631,6.30865,2.15208,-2.83023,0.357836,-6.08807,1.40296,-2.00499,1.58325,-0.935381,-5.29177,2.93523
320.531,12.9497,6.45399,2.59765,-2.00624,0.792767,-5.91889,1.11235,-1.81073,0.638023,-1.08858,-2.98111,1.5541
320.508,12.8186,7.5997,0.56738,-0.861242,1.26959,-5.39466,0.774699,-2.43886,1.04247,-1.37841,-1.69716,0.900307
318.888,13.9251,7.30081,-1.20035,-1.68312,3.84007,-5.54438,0.127839,-2.82383,0.39493,-0.770418,-2.60296,1.39137
320.997,11.6171,6.25228,2.64513,0.115886,3.2778,-4.75611,-0.672496,-1.05096,0.366301,-0.730948,-2.61694,1.65607
315.74,13.2303,7.15137,0.866852,-1.83909,5.03274,-4.65617,0.282354,-1.20955,1.51362,-0.950926,-4.26837,2.00829
319.146,9.5266,6.13129,1.39664,0.167366,2.72904,-0.64133,2.54576,-0.58768,0.286571,-3.96462,-3.31927,0.483735
320.169,9.90386,4.33336,0.402305,-0.668545,4.27463,-1.0826,3.71115,0.939693,2.07262,-2.71711,-5.61638,0.825628
324.235,12.2527,2.89922,-1.94117,-0.115641,4.26417,-1.24167,2.87687,-1.80076,0.20748,-2.20948,-2.80428,2.63365
320.194,12.7079,2.18061,0.173279,-0.0293872,5.17203,-2.34634,0.302084,-4.09821,-0.108622,0.55105,-2.32959,2.73925
313.029,10.7591,2.34659,1.11193,1.09261,7.18347,0.502061,-0.796311,-1.51895,2.20042,2.01936,-4.31033,2.02998
313.461,7.68959,2.7507,1.67348,2.28262,4.65158,-3.26104,0.273182,-1.90876,-0.518761,-1.01271,-1.8789,2.51226
305.425,5.86967,3.34564,4.56467,2.50576,3.09281,-3.33682,1.6181,-0.40834,2.02632,0.347542,-2.19051,4.10902
312.75,6.76707,2.51327,3.88296,2.84558,3.8236,-3.5782,0.860332,-1.80339,0.554782,-0.214578,-1.04973,3.92385
310.504,7.92123,2.98041,3.15572,1.14238,5.05289,-1.67097,0.429624,-1.33369,0.203259,0.499414,-2.10022,1.16299
311.258,7.31693,3.78028,2.47651,2.29983,3.10983,-4.11879,-0.548818,-3.67277,-1.36659,-1.96499,-2.17903,2.7163
312.44,6.41009,2.91941,3.36214,1.39457,2.21652,-2.07067,-0.593863,-1.15593,1.48844,-0.242124,-0.751187,3.5158
311.517,6.35945,1.07722,2.4082,0.993979,4.15303,-2.21881,0.937404,-2.27108,0.601245,-0.178712,-2.25486,1.90713
302.771,8.0533,3.67043,2.68484,2.47795,5.21431,-0.545513,1.44364,-0.765526,1.09464,0.998594,-0.657149,1.64532
299.916,6.4597,-0.134771,1.29611,3.01904,5.72283,0.235859,1.42451,-0.42338,3.1881,-0.695521,0.48474,3.83252
304.753,5.80467,0.0568626,1.48924,1.7123,3.43081,-0.17832,0.0502429,-0.0434493,3.07181,0.753766,2.01378,4.16363
302.063,8.49187,4.78556,3.26507,2.3619,2.40095,-2.42884,-0.418555,-2.42455,-0.020307,-3.37828,-0.00195132,4.47681
298.576,3.77568,0.958346,2.6686,4.77103,-0.846038,1.1849,1.56973,-0.830433,1.1247,1.07719,0.397853,2.22241
314.252,3.63863,0.733888,4.93227,7.44575,-2.43906,-1.27028,3.06128,1.35536,-2.69746,-1.35585,1.23505,2.77873
323.132,5.23188,4.3565,5.47937,6.35314,3.40465,-2.84955,2.56207,-0.745107,0.903959,0.887874,-2.10233,1.70111
328.942,10.9761,5.75228,1.59206,5.27814,2.75975,-1.59594,-2.54071,-3.89217,2.56702,1.25379,-7.97732,-1.8042
306.519,13.6028,4.19602,-0.635005,1.48468,3.86793,-0.994283,-3.387,-1.07004,0.783395,-0.842622,-8.04033,-0.910605
317.668,18.2852,6.56471,-1.04986,-2.74989,1.92192,-0.289081,-0.795071,-2.16715,-1.02887,-3.17889,-2.84897,1.42347
329.646,19.0539,5.74831,-4.35413,-3.45629,1.05439,-2.12893,-1.84783,-1.01969,-0.956601,-1.99959,-3.10529,1.82453
330.363,16.3154,3.56227,-3.49206,-1.66067,1.33806,-1.08125,-1.22961,-2.10037,-2.25783,-2.36711,-5.16736,0.678425
332.296,16.6242,2.61667,-2.34666,-2.32948,1.92357,-1.92419,-1.03878,-1.56098,-2.74485,-1.29688,-4.73928,1.69275
334.205,12.9016,3.63945,-2.90216,-2.24781,3.04645,-1.72566,-1.61419,-2.65062,-2.62277,-3.05162,-3.43925,2.81945
330.909,17.8671,3.72324,-4.1756,-2.00406,1.97336,-2.41077,-3.21291,-1.99529,-2.49905,-1.68911,-3.54995,2.76312
328.857,16.9449,2.41018,-6.20983,-0.0610112,1.13682,-3.05495,-4.75476,-4.90934,-2.74113,-1.49719,-1.34935,2.50195
332.647,14.8009,0.192358,-6.56366,0.754923,2.8752,-3.36556,-6.1432,-3.92799,-2.75406,-1.31132,-0.625156,1.77474
339.388,10.3488,-2.92295,-1.94616,1.03727,1.39683,-6.44142,-7.44892,-2.99173,-0.593169,-0.458939,-4.18444,1.58625
340.5,8.27884,-4.53267,-0.628139,2.56907,-3.0468,-7.5823,-5.60209,-1.48402,-2.50519,-2.55956,-3.33525,1.42588
341.686,6.47523,-2.12283,3.0956,6.06306,-1.98174,-8.30853,0.668171,-3.32197,-2.57049,-1.33867,-1.42051,2.08395
336.476,4.10462,-2.95184,6.11008,4.7831,1.56849,-8.51428,4.09104,-5.23575,-3.55462,-0.593888,-2.34598,-0.358016
334.968,1.35616,-4.31827,6.00439,2.4558,-0.217871,-5.36706,4.43551,-5.06451,-3.60905,-1.34444,-3.15991,-0.417903
334.735,0.829031,-2.59924,7.13406,1.27017,-2.33154,-6.56574,3.44997,-4.88967,-1.5496,0.399177,-2.94515,0.747354
330.994,0.890357,-0.762626,5.84082,5.15788,-1.59689,-6.2153,2.078,-5.3595,-1.7819,0.417982,-4.29748,-0.510235
334.896,1.88802,-2.92931,4.37336,4.18842,-0.930163,-4.38809,2.90675,-2.04114,-1.76593,0.838871,-1.75485,0.379163
330.005,3.09083,-1.55769,5.96028,7.99165,-2.62233,-5.14242,1.38585,-1.65067,-2.52387,0.394773,-2.18722,0.725831
339.424,9.47688,0.0117048,0.817545,6.0949,0.713627,-3.06985,0.0818712,-3.91953,-2.83712,0.980817,-4.27654,-2.17192
329.273,14.4239,2.50495,-1.33459,4.31733,5.06591,-2.69664,-4.08807,-3.64038,0.183476,1.03845,-3.80262,1.30153
327.679,14.7637,1.74574,-2.74749,1.78971,6.02434,-0.207962,-2.58714,-5.26395,-1.2304,-0.815184,-1.83547,1.37861
314.108,14.7379,2.85118,-3.74897,1.77914,5.95597,-0.868231,-2.05535,-6.29955,-3.91456,-1.59462,-1.90067,0.914537
298.858,14.7965,6.19913,-2.34436,0.795514,3.68244,-1.86679,-1.97976,-3.72518,-0.514123,-3.06046,-3.21473,1.94033
297.409,14.5525,3.77214,3.15892,0.522719,2.49239,-1.05592,1.03163,-3.30634,-0.46481,-2.92704,-1.94947,0.338301
313.943,11.9837,3.30726,-0.701381,-2.04143,1.91575,0.531056,1.72742,-2.15389,-3.15921,-4.21759,-4.52423,1.53916
300.757,15.5903,3.06039,-2.40274,-1.87492,2.48166,-1.82903,-0.371473,-1.60444,-3.92797,-4.5888,-3.27887,2.36082
285.344,9.1399,1.10041,-1.1992,-0.30686,1.05879,1.21615,-1.73303,-1.61425,0.384749,0.710969,0.829863,0.00348641
296.721,13.7058,1.36968,0.507436,-4.72062,0.970142,-2.02828,1.08774,-1.22701,1.94538,-2.9347,-1.44828,2.37558
292.172,8.55964,-0.393384,1.8732,-2.03407,0.739776,1.11476,3.13912,0.11319,-0.315683,-4.13625,-1.44851,-0.0941379
285.62,7.3504,-0.43352,-0.386701,-2.73809,0.753575,-1.33759,1.30614,1.33838,2.82469,-2.91104,-0.405834,0.41257
288.598,7.64408,0.638173,0.834345,-1.07316,2.9478,-1.51616,-1.4885,-1.54212,1.11207,-2.25315,0.722427,0.0742563
285.025,7.78522,-2.24639,-0.312353,1.72162,3.60532,-2.079,-0.40856,-0.0133645,2.13638,-2.69819,0.183201,-0.25392
281.074,4.5708,-0.628178,0.582575,0.90111,1.59296,-3.62076,-1.69099,-0.980966,2.97604,-3.15969,-2.57078,-0.456969
276.838,4.92152,-2.35883,1.51826,-1.43795,0.426944,-1.20461,0.257852,-1.58639,1.54613,-2.18846,0.367807,-1.13679
276.028,3.6677,-3.95823,2.47876,-0.376369,2.66944,0.4885,1.73837,-0.562019,0.458245,-1.86947,-0.253252,-2.38853
302.35,5.57092,-1.59091,0.64341,0.0375286,-2.35518,0.254694,-1.34302,0.952865,-0.781251,-0.833786,-0.664049,-0.166318
343.219,4.5444,-3.21085,2.11561,3.67716,0.392786,-5.26842,2.41601,-0.455204,-4.17662,1.21356,-2.40194,1.09454
348.613,3.98421,-3.12725,1.52137,-0.593233,-6.57421,-7.61335,1.53466,-2.20446,-2.82231,1.92919,-2.07343,0.185934
345.655,2.20085,-6.78899,-0.0533942,-2.49252,-5.529,-7.42518,0.342451,-1.67773,-0.569589,1.80545,1.26313,1.53529
339.925,5.24629,-9.4471,-4.26882,-1.67493,-5.58059,-6.08994,3.62934,0.12283,-1.18244,0.0841454,-2.32679,0.995419
